ID,W,H
8137,353,137
8138,243,235
8139,217,125
8140,213,311
8141,401,355
8142,105,339
8143,243,137
8144,487,431
8145,183,359
8146,335,411
8147,385,163
8148,81,335
8149,431,117
8150,477,121
8151,475,303
8152,105,485
8153,443,377
8154,365,159
8155,431,271
8156,499,195
8157,415,117
8158,273,137
8159,235,357
8160,75,365
8161,91,487
8162,457,177
8163,461,269
8164,429,117
8165,199,439
8166,197,187
8167,183,349
8168,267,481
8169,103,61
8170,303,219
8171,289,247
8172,65,371
8173,127,459
8174,197,317
8175,257,273
8176,75,259
8177,331,343
8178,213,327
8179,431,463
8180,427,413
8181,379,419
8182,219,77
8183,349,171
8184,91,495
8185,325,347
8186,233,159
8187,281,251
8188,447,67
8189,91,199
8190,189,239
8191,91,347
8192,121,429
8193,179,449
8194,429,319
8195,245,493
8196,427,335
8197,91,227
8198,315,343
8199,383,343
8200,229,317
8201,479,473
8202,271,371
8203,91,349
8204,259,307
8205,203,397
8206,247,361
8207,175,199
8208,89,419
8209,69,157
8210,423,151
8211,163,407
8212,491,137
8213,375,85
8214,95,105
8215,433,83
8216,87,443
8217,333,467
8218,345,387
8219,103,317
8220,105,333
8221,369,161
8222,187,451
8223,179,67
8224,403,129
8225,131,365
8226,415,375
8227,83,335
8228,77,389
8229,271,257
8230,77,143
8231,273,371
8232,331,259
8233,313,81
8234,61,229
8235,69,61
8236,455,317
8237,341,333
8238,435,481
8239,79,255
8240,455,115
8241,89,489
8242,87,321
8243,167,175
8244,365,455
8245,313,341
8246,231,453
8247,461,207
8248,291,481
8249,323,319
8250,77,169
8251,243,391
8252,143,133
8253,169,379
8254,397,431
8255,439,475
8256,249,187
8257,319,367
8258,489,85
8259,203,435
8260,77,399
8261,281,257
8262,459,369
8263,387,249
8264,437,185
8265,223,437
8266,63,163
8267,195,203
8268,115,285
8269,125,323
8270,169,61
8271,443,317
8272,385,275
8273,161,379
8274,403,409
8275,351,277
8276,363,425
8277,231,449
8278,365,491
8279,197,327
8280,69,301
8281,237,369
8282,101,367
8283,285,131
8284,405,337
8285,367,75
8286,69,179
8287,157,175
8288,137,61
8289,73,335
8290,211,385
8291,379,367
8292,359,221
8293,79,105
8294,131,187
8295,79,175
8296,459,263
8297,307,111
8298,83,117
8299,163,391
8300,359,439
8301,279,405
8302,303,351
8303,125,461
8304,369,457
8305,493,259
8306,211,283
8307,189,481
8308,355,311
8309,305,103
8310,483,329
8311,69,391
8312,463,347
8313,77,419
8314,415,197
8315,205,319
8316,193,339
8317,83,361
8318,145,185
8319,347,165
8320,435,311
8321,395,369
8322,115,347
8323,117,147
8324,151,141
8325,213,329
8326,281,349
8327,247,117
8328,273,127
8329,361,291
8330,209,187
8331,183,429
8332,103,283
8333,137,229
8334,113,273
8335,341,255
8336,415,371
8337,399,331
8338,329,367
8339,327,277
8340,151,219
8341,199,159
8342,151,223
8343,411,107
8344,385,103
8345,69,119
8346,67,127
8347,251,419
8348,235,241
8349,395,197
8350,263,355
8351,231,299
8352,179,245
8353,85,415
8354,273,315
8355,153,461
8356,465,455
8357,379,311
8358,435,133
8359,361,207
8360,137,113
8361,223,275
8362,321,373
8363,423,115
8364,197,419
8365,93,127
8366,185,195
8367,269,299
8368,461,233
8369,343,317
8370,279,431
8371,477,341
8372,131,461
8373,405,345
8374,381,287
8375,359,241
8376,183,121
8377,273,451
8378,395,249
8379,331,289
8380,129,101
8381,375,105
8382,401,461
8383,443,243
8384,69,215
8385,435,187
8386,287,241
8387,469,133
8388,213,271
8389,259,449
8390,183,147
8391,85,455
8392,303,339
8393,377,331
8394,259,251
8395,445,353
8396,249,339
8397,147,83
8398,223,481
8399,111,317
8400,255,357
8401,279,413
8402,233,253
8403,307,67
8404,199,303
8405,393,117
8406,249,269
8407,311,467
8408,173,461
8409,341,115
8410,391,263
8411,71,301
8412,353,319
8413,461,375
8414,189,343
8415,235,369
8416,335,415
8417,277,297
8418,369,419
8419,221,175
8420,433,121
8421,387,297
8422,221,243
8423,375,381
8424,223,279
8425,217,213
8426,313,453
8427,101,217
8428,325,195
8429,257,489
8430,107,211
8431,413,375
8432,135,137
8433,309,77
8434,87,161
8435,147,91
8436,179,319
8437,377,153
8438,285,333
8439,177,435
8440,65,435
8441,433,441
8442,123,245
8443,477,261
8444,99,401
8445,215,493
8446,313,483
8447,115,269
8448,385,169
8449,395,343
8450,377,165
8451,193,63
8452,313,347
8453,81,263
8454,95,331
8455,331,497
8456,429,91
8457,249,387
8458,239,273
8459,127,295
8460,405,211
8461,193,185
8462,387,271
8463,253,121
8464,223,161
8465,401,69
8466,237,65
8467,119,221
8468,201,129
8469,451,291
8470,207,199
8471,223,135
8472,479,457
8473,457,229
8474,389,83
8475,227,331
8476,451,187
8477,295,375
8478,171,263
8479,255,297
8480,357,447
8481,115,427
8482,173,447
8483,173,281
8484,361,197
8485,129,97
8486,393,477
8487,317,281
8488,289,207
8489,145,499
8490,435,95
8491,77,113
8492,159,111
8493,433,253
8494,455,295
8495,463,61
8496,351,113
8497,81,337
8498,395,167
8499,193,267
8500,283,285
8501,183,341
8502,435,71
8503,425,333
8504,411,237
8505,145,113
8506,375,441
8507,273,219
8508,415,233
8509,249,349
8510,99,77
8511,277,255
8512,119,451
8513,491,385
8514,355,223
8515,91,419
8516,447,219
8517,369,439
8518,117,327
8519,161,223
8520,257,193
8521,323,431
8522,433,263
8523,363,221
8524,453,331
8525,145,443
8526,239,123
8527,85,455
8528,481,275
8529,113,477
8530,407,343
8531,179,335
8532,225,239
8533,141,219
8534,197,233
8535,383,135
8536,281,495
8537,81,63
8538,189,407
8539,415,251
8540,249,85
8541,251,487
8542,419,463
8543,177,195
8544,359,237
8545,127,327
8546,235,367
8547,257,365
8548,71,465
8549,233,381
8550,471,345
8551,107,493
8552,473,435
8553,169,337
8554,79,267
8555,465,451
8556,223,361
8557,125,323
8558,103,241
8559,339,237
8560,239,147
8561,353,243
8562,289,287
8563,413,89
8564,107,289
8565,189,327
8566,195,351
8567,313,79
8568,411,497
8569,335,143
8570,427,213
8571,229,407
8572,157,279
8573,479,69
8574,291,201
8575,415,333
8576,483,193
8577,331,97
8578,295,253
8579,413,257
8580,101,493
8581,179,81
8582,69,171
8583,301,255
8584,235,73
8585,367,403
8586,219,359
8587,445,207
8588,371,465
8589,253,425
8590,113,125
8591,205,439
8592,467,97
8593,449,267
8594,309,453
8595,263,199
8596,311,75
8597,465,375
8598,365,105
8599,421,471
8600,117,89
8601,169,473
8602,233,225
8603,163,173
8604,239,69
8605,467,467
8606,353,221
8607,345,349
8608,81,167
8609,249,171
8610,445,67
8611,105,357
8612,105,143
8613,439,91
8614,213,185
8615,187,177
8616,261,149
8617,305,175
8618,179,127
8619,445,397
8620,181,163
8621,263,89
8622,279,135
8623,433,485
8624,201,373
8625,139,85
8626,427,323
8627,375,397
8628,395,105
8629,161,335
8630,135,65
8631,247,109
8632,163,251
8633,459,151
8634,341,493
8635,295,373
8636,185,69
8637,369,313
8638,291,99
8639,151,325
8640,415,447
8641,489,201
8642,297,311
8643,249,357
8644,205,243
8645,327,87
8646,285,169
8647,423,463
8648,293,137
8649,157,289
8650,179,415
8651,105,321
8652,243,195
8653,279,183
8654,211,79
8655,179,109
8656,217,71
8657,403,103
8658,287,343
8659,373,203
8660,383,75
8661,167,137
8662,461,155
8663,153,327
8664,159,361
8665,349,189
8666,207,291
8667,429,217
8668,167,237
8669,129,329
8670,95,251
8671,125,435
8672,293,241
8673,83,463
8674,235,67
8675,289,175
8676,343,251
8677,429,109
8678,241,119
8679,165,127
8680,269,493
8681,191,477
8682,93,325
8683,287,127
8684,65,307
8685,415,329
8686,379,237
8687,409,305
8688,91,399
8689,155,439
8690,125,149
8691,101,497
8692,389,145
8693,221,365
8694,81,105
8695,329,231
8696,475,319
8697,117,83
8698,421,367
8699,113,447
8700,139,309
8701,295,353
8702,177,377
8703,435,301
8704,389,101
8705,261,341
8706,199,365
8707,429,71
8708,331,449
8709,315,79
8710,397,201
8711,403,331
8712,229,391
8713,227,483
8714,327,423
8715,123,61
8716,223,349
8717,109,97
8718,429,389
8719,261,447
8720,337,391
8721,233,261
8722,65,309
8723,175,283
8724,465,167
8725,359,151
8726,131,365
8727,321,155
8728,183,189
8729,287,425
8730,279,397
8731,97,145
8732,197,411
8733,323,453
8734,301,159
8735,447,123
8736,469,243
8737,195,97
8738,191,401
8739,471,431
8740,173,411
8741,73,379
8742,347,201
8743,153,463
8744,275,277
8745,97,227
8746,111,321
8747,383,131
8748,323,257
8749,207,275
8750,269,339
8751,191,397
8752,65,341
8753,433,127
8754,165,77
8755,317,157
8756,279,165
8757,391,247
8758,89,91
8759,83,83
8760,97,277
8761,343,97
8762,299,139
8763,125,339
8764,251,369
8765,373,139
8766,279,91
8767,151,461
8768,147,81
8769,445,423
8770,297,121
8771,121,275
8772,225,123
8773,123,181
8774,249,347
8775,297,391
8776,455,177
8777,89,483
8778,339,69
8779,377,159
8780,85,71
8781,325,153
8782,315,461
8783,91,319
8784,125,121
8785,299,167
8786,497,347
8787,463,183
8788,119,493
8789,255,495
8790,451,453
8791,475,435
8792,333,255
8793,473,449
8794,397,319
8795,69,481
8796,87,339
8797,179,249
8798,329,131
8799,333,105
8800,253,447
8801,169,129
8802,161,251
8803,417,83
8804,257,243
8805,213,391
8806,273,341
8807,81,461
8808,85,179
8809,477,301
8810,243,311
8811,491,237
8812,395,115
8813,89,245
8814,121,87
8815,351,109
8816,449,317
8817,413,323
8818,389,433
8819,75,221
8820,441,411
8821,413,143
8822,323,99
8823,341,405
8824,329,153
8825,211,429
8826,171,257
8827,271,225
8828,157,259
8829,407,291
8830,289,483
8831,245,153
8832,489,243
8833,133,395
8834,317,87
8835,419,489
8836,155,181
8837,265,83
8838,195,159
8839,163,335
8840,359,491
8841,321,111
8842,309,459
8843,175,91
8844,187,183
8845,413,337
8846,225,433
8847,139,93
8848,341,457
8849,361,417
8850,95,217
8851,417,101
8852,221,225
8853,85,235
8854,275,103
8855,297,159
8856,217,385
8857,261,459
8858,203,467
8859,325,115
8860,255,307
8861,415,387
8862,447,403
8863,483,359
8864,159,195
8865,113,457
8866,379,253
8867,149,201
8868,173,483
8869,387,389
8870,329,265
8871,309,313
8872,271,291
8873,225,375
8874,237,403
8875,221,343
8876,431,487
8877,181,279
8878,327,353
8879,459,213
8880,129,291
8881,317,439
8882,393,475
8883,327,241
8884,235,287
8885,295,435
8886,153,181
8887,367,313
8888,271,201
8889,495,353
8890,397,243
8891,245,319
8892,119,107
8893,361,267
8894,197,63
8895,103,417
8896,165,325
8897,365,429
8898,443,321
8899,165,129
8900,373,143
8901,243,129
8902,467,337
8903,387,329
8904,369,63
8905,169,223
8906,355,147
8907,93,269
8908,387,499
8909,233,177
8910,97,89
8911,397,249
8912,121,289
8913,83,129
8914,181,247
8915,99,137
8916,385,379
8917,83,397
8918,449,191
8919,305,281
8920,311,315
8921,161,101
8922,207,495
8923,403,305
8924,131,163
8925,273,121
8926,171,163
8927,301,401
8928,263,187
8929,425,415
8930,123,345
8931,421,431
8932,497,419
8933,243,477
8934,459,203
8935,385,81
8936,101,443
8937,471,133
8938,77,63
8939,189,123
8940,223,289
8941,147,325
8942,303,461
8943,293,363
8944,213,95
8945,277,459
8946,389,161
8947,63,197
8948,237,309
8949,317,245
8950,163,367
8951,127,103
8952,375,193
8953,443,429
8954,223,123
8955,63,205
8956,101,145
8957,107,257
8958,447,241
8959,245,435
8960,169,343
8961,189,381
8962,305,397
8963,93,317
8964,395,231
8965,177,495
8966,347,205
8967,143,491
8968,345,369
8969,399,191
8970,185,157
8971,139,469
8972,373,93
8973,161,117
8974,359,261
8975,223,129
8976,275,413
8977,253,325
8978,349,279
8979,439,157
8980,405,485
8981,425,419
8982,375,131
8983,481,209
8984,261,171
8985,327,259
8986,259,409
8987,499,189
8988,141,143
8989,483,123
8990,497,419
8991,421,295
8992,447,259
8993,209,263
8994,481,131
8995,437,409
8996,423,191
8997,243,191
8998,479,219
8999,143,387
9000,139,447
9001,97,115
9002,137,225
9003,77,141
9004,477,375
9005,489,71
9006,385,149
9007,167,167
9008,141,281
9009,321,217
9010,263,355
9011,455,117
9012,351,209
9013,91,91
9014,233,177
9015,267,171
9016,263,255
9017,371,99
9018,365,199
9019,93,85
9020,183,213
9021,71,245
9022,131,153
9023,263,387
9024,369,169
9025,341,447
9026,461,211
9027,449,421
9028,329,171
9029,477,81
9030,455,389
9031,461,89
9032,279,431
9033,207,461
9034,221,225
9035,111,205
9036,407,225
9037,383,183
9038,299,299
9039,429,99
9040,283,303
9041,223,469
9042,439,397
9043,409,411
9044,65,287
9045,373,189
9046,269,67
9047,361,177
9048,389,197
9049,433,413
9050,369,203
9051,83,169
9052,139,447
9053,299,129
9054,83,465
9055,309,203
9056,491,123
9057,221,355
9058,275,175
9059,71,271
9060,143,269
9061,111,71
9062,419,237
9063,137,465
9064,463,75
9065,131,407
9066,483,115
9067,385,243
9068,485,447
9069,205,321
9070,417,313
9071,389,287
9072,289,477
9073,201,269
9074,465,375
9075,197,211
9076,277,153
9077,235,239
9078,419,349
9079,415,437
9080,159,399
9081,249,99
9082,435,97
9083,469,289
9084,455,475
9085,301,131
9086,415,175
9087,183,277
9088,317,209
9089,169,319
9090,105,143
9091,297,421
9092,75,279
9093,213,287
9094,295,271
9095,133,191
9096,317,447
9097,411,181
9098,393,347
9099,341,271
9100,403,277
9101,315,451
9102,133,361
9103,223,441
9104,293,277
9105,223,247
9106,407,473
9107,69,95
9108,461,383
9109,437,317
9110,377,381
9111,203,129
9112,389,127
9113,367,435
9114,215,339
9115,363,487
9116,129,179
9117,253,437
9118,137,85
9119,207,97
9120,289,249
9121,201,147
9122,205,329
9123,145,351
9124,423,353
9125,193,471
9126,303,279
9127,439,303
9128,235,453
9129,229,131
9130,135,119
9131,319,135
9132,183,131
9133,417,271
9134,241,289
9135,183,455
9136,313,125
9137,357,399
9138,443,493
9139,125,467
9140,347,295
9141,469,489
9142,121,331
9143,285,421
9144,337,423
9145,325,485
9146,301,275
9147,469,227
9148,271,409
9149,81,175
9150,239,165
9151,269,455
9152,475,209
9153,407,407
9154,143,139
9155,157,295
9156,205,381
9157,331,481
9158,89,393
9159,317,97
9160,185,433
9161,175,167
9162,293,321
9163,421,353
9164,435,401
9165,263,283
9166,413,113
9167,381,113
9168,351,429
9169,319,387
9170,343,283
9171,383,143
9172,125,123
9173,399,409
9174,115,259
9175,431,225
9176,255,187
9177,301,313
9178,371,199
9179,225,187
9180,459,167
9181,349,329
9182,347,315
9183,273,397
9184,127,143
9185,323,341
9186,107,355
9187,247,367
9188,407,375
9189,327,451
9190,379,327
9191,443,83
9192,141,89
9193,165,93
9194,335,173
9195,387,403
9196,165,443
9197,323,241
9198,399,235
9199,305,151
9200,245,157
9201,203,191
9202,351,285
9203,151,301
9204,419,211
9205,467,215
9206,383,199
9207,203,483
9208,97,359
9209,175,155
9210,379,355
9211,229,175
9212,311,253
9213,451,165
9214,251,127
9215,423,353
9216,311,261
9217,411,153
9218,181,367
9219,231,223
9220,197,61
9221,469,177
9222,137,147
9223,179,395
9224,295,111
9225,273,235
9226,185,141
9227,261,199
9228,93,481
9229,461,67
9230,267,69
9231,379,251
9232,163,145
9233,79,255
9234,123,327
9235,367,491
9236,425,191
9237,273,399
9238,295,157
9239,413,145
9240,457,213
9241,489,71
9242,303,241
9243,329,159
9244,159,299
9245,147,201
9246,355,85
9247,215,181
9248,359,313
9249,249,215
9250,335,485
9251,475,199
9252,91,109
9253,205,203
9254,97,229
9255,365,381
9256,469,323
9257,87,323
9258,411,165
9259,169,215
9260,159,391
9261,367,335
9262,405,209
9263,447,207
9264,309,369
9265,469,311
9266,485,155
9267,431,315
9268,107,407
9269,261,275
9270,101,77
9271,237,119
9272,463,419
9273,349,125
9274,481,153
9275,179,235
9276,341,83
9277,143,433
9278,265,375
9279,447,419
9280,363,193
9281,439,393
9282,123,143
9283,373,177
9284,319,273
9285,87,259
9286,355,163
9287,135,261
9288,281,491
9289,223,171
9290,321,441
9291,275,329
9292,369,91
9293,211,91
9294,381,115
9295,421,123
9296,123,381
9297,361,353
9298,131,171
9299,211,139
9300,327,359
9301,429,343
9302,135,491
9303,191,161
9304,205,329
9305,417,253
9306,467,229
9307,83,295
9308,407,155
9309,451,357
9310,101,235
9311,327,497
9312,327,357
9313,213,115
9314,359,375
9315,131,465
9316,165,429
9317,425,353
9318,395,145
9319,115,157
9320,483,201
9321,319,119
9322,177,251
9323,389,155
9324,221,245
9325,205,99
9326,303,319
9327,341,181
9328,361,321
9329,345,455
9330,383,493
9331,371,229
9332,397,355
9333,231,205
9334,201,277
9335,159,143
9336,325,293
9337,147,453
9338,95,161
9339,419,131
9340,295,223
9341,499,293
9342,171,351
9343,439,261
9344,467,225
9345,481,323
9346,263,73
9347,233,239
9348,435,119
9349,369,271
9350,363,499
9351,479,187
9352,253,427
9353,357,137
9354,245,187
9355,297,393
9356,69,121
9357,331,123
9358,355,135
9359,73,127
9360,373,257
9361,277,87
9362,435,461
9363,107,69
9364,219,127
9365,207,73
9366,423,367
9367,463,445
9368,323,379
9369,463,209
9370,481,371
9371,367,497
9372,269,319
9373,191,307
9374,139,265
9375,399,389
9376,93,271
9377,403,203
9378,91,407
9379,387,161
9380,311,143
9381,63,127
9382,207,209
9383,323,207
9384,203,193
9385,219,497
9386,135,97
9387,411,353
9388,219,263
9389,493,115
9390,213,249
9391,469,497
9392,267,297
9393,71,227
9394,335,325
9395,89,483
9396,405,369
9397,357,347
9398,241,263
9399,117,173
9400,353,403
9401,395,415
9402,147,139
9403,467,113
9404,99,145
9405,67,285
9406,63,245
9407,191,277
9408,433,127
9409,93,143
9410,281,287
9411,499,439
9412,315,473
9413,169,135
9414,97,215
9415,413,463
9416,297,349
9417,87,459
9418,117,199
9419,377,313
9420,385,485
9421,329,105
9422,369,133
9423,415,429
9424,201,419
9425,129,151
9426,213,343
9427,249,351
9428,309,249
9429,193,383
9430,355,437
9431,461,289
9432,447,373
9433,259,195
9434,363,205
9435,75,243
9436,199,249
9437,135,207
9438,105,447
9439,327,245
9440,131,97
9441,129,297
9442,479,241
9443,63,383
9444,497,167
9445,151,373
9446,483,239
9447,441,139
9448,371,375
9449,457,479
9450,249,205
9451,271,315
9452,489,107
9453,211,173
9454,477,181
9455,213,413
9456,427,333
9457,385,307
9458,341,393
9459,439,323
9460,213,143
9461,271,399
9462,419,315
9463,271,147
9464,287,459
9465,389,115
9466,467,105
9467,393,287
9468,425,335
9469,435,407
9470,321,341
9471,137,97
9472,299,249
9473,159,377
9474,231,355
9475,377,495
9476,179,393
9477,113,329
9478,375,303
9479,63,307
9480,327,197
9481,63,95
9482,75,479
9483,477,195
9484,63,151
9485,317,467
9486,191,153
9487,449,173
9488,433,439
9489,373,311
9490,319,285
9491,81,265
9492,107,315
9493,215,139
9494,215,367
9495,377,75
9496,401,387
9497,337,431
9498,221,369
9499,163,119
9500,295,331
9501,293,293
9502,335,367
9503,245,427
9504,431,145
9505,425,247
9506,257,475
9507,231,159
9508,469,197
9509,263,251
9510,91,393
9511,459,435
9512,225,305
9513,335,295
9514,371,457
9515,339,65
9516,195,287
9517,407,345
9518,373,195
9519,113,399
9520,77,81
9521,351,125
9522,347,203
9523,457,279
9524,429,357
9525,395,369
9526,153,269
9527,379,351
9528,117,317
9529,125,497
9530,359,231
9531,387,121
9532,483,133
9533,251,389
9534,317,349
9535,83,223
9536,437,119
9537,283,97
9538,309,343
9539,355,315
9540,121,377
9541,433,77
9542,481,389
9543,217,167
9544,385,61
9545,119,139
9546,129,325
9547,143,309
9548,87,469
9549,91,65
9550,65,81
9551,225,467
9552,111,481
9553,489,201
9554,381,247
9555,409,269
9556,293,405
9557,333,451
9558,247,317
9559,293,387
9560,377,415
9561,121,181
9562,209,297
9563,125,487
9564,91,311
9565,317,375
9566,139,105
9567,463,363
9568,361,91
9569,373,325
9570,323,121
9571,195,245
9572,69,201
9573,101,487
9574,201,87
9575,475,491
9576,173,211
9577,401,163
9578,321,329
9579,397,195
9580,171,349
9581,293,185
9582,305,183
9583,217,81
9584,163,103
9585,383,425
9586,219,491
9587,493,319
9588,237,253
9589,289,227
9590,191,259
9591,221,335
9592,413,263
9593,175,111
9594,265,459
9595,251,85
9596,89,207
9597,95,251
9598,309,369
9599,133,245
9600,307,255
9601,423,271
9602,235,483
9603,179,299
9604,407,377
9605,329,135
9606,65,317
9607,201,323
9608,403,341
9609,245,267
9610,495,123
9611,175,293
9612,123,477
9613,187,237
9614,245,255
9615,475,371
9616,285,429
9617,371,211
9618,95,111
9619,295,255
9620,419,213
9621,411,483
9622,165,497
9623,419,465
9624,161,335
9625,219,441
9626,313,377
9627,265,289
9628,123,273
9629,383,413
9630,471,287
9631,105,467
9632,349,149
9633,323,275
9634,495,471
9635,481,427
9636,387,351
9637,433,67
9638,141,233
9639,61,467
9640,315,283
9641,139,249
9642,453,271
9643,445,349
9644,143,213
9645,235,187
9646,81,367
9647,449,171
9648,401,253
9649,81,269
9650,301,419
9651,211,283
9652,133,271
9653,415,187
9654,141,475
9655,453,119
9656,297,149
9657,429,417
9658,169,259
9659,229,141
9660,65,369
9661,443,61
9662,481,93
9663,439,159
9664,187,83
9665,287,473
9666,135,231
9667,353,95
9668,121,185
9669,263,119
9670,277,115
9671,281,231
9672,149,345
9673,437,279
9674,317,405
9675,375,229
9676,171,171
9677,359,133
9678,471,209
9679,341,77
9680,293,333
9681,99,179
9682,71,263
9683,135,67
9684,79,101
9685,321,165
9686,283,267
9687,243,211
9688,91,89
9689,107,127
9690,463,149
9691,227,391
9692,249,477
9693,439,81
9694,239,379
9695,203,463
9696,221,303
9697,459,215
9698,487,199
9699,73,395
9700,295,107
9701,301,107
9702,481,439
9703,61,223
9704,371,195
9705,269,399
9706,465,71
9707,95,289
9708,253,111
9709,203,245
9710,99,177
9711,455,331
9712,109,365
9713,495,473
9714,491,423
9715,333,437
9716,481,463
9717,327,321
9718,249,147
9719,261,319
9720,333,87
9721,227,217
9722,95,339
9723,389,221
9724,347,481
9725,455,185
9726,139,217
9727,319,427
9728,405,447
9729,201,219
9730,361,395
9731,439,195
9732,231,247
9733,215,61
9734,487,169
9735,451,207
9736,187,469
9737,477,235
9738,345,363
9739,225,213
9740,149,151
9741,63,225
9742,463,369
9743,143,315
9744,259,265
9745,175,191
9746,189,153
9747,231,199
9748,425,133
9749,63,233
9750,165,467
9751,359,139
9752,165,177
9753,205,391
9754,205,479
9755,411,243
9756,177,399
9757,441,447
9758,335,199
9759,383,197
9760,161,413
9761,407,61
9762,483,235
9763,375,309
9764,137,261
9765,431,489
9766,427,235
9767,305,179
9768,319,89
9769,175,215
9770,283,321
9771,397,231
9772,389,219
9773,349,405
9774,169,463
9775,103,467
9776,327,133
9777,483,371
9778,67,351
9779,179,471
9780,425,483
9781,341,233
9782,237,449
9783,323,349
9784,179,87
9785,317,383
9786,485,271
9787,329,81
9788,255,475
9789,355,499
9790,103,333
9791,491,299
9792,385,241
9793,431,431
9794,205,281
9795,201,235
9796,363,211
9797,313,245
9798,293,279
9799,473,293
9800,333,445
9801,391,237
9802,315,131
9803,141,123
9804,333,487
9805,69,67
9806,145,365
9807,189,135
9808,81,329
9809,267,359
9810,281,119
9811,175,163
9812,253,483
9813,125,101
9814,243,455
9815,141,319
9816,229,353
9817,197,487
9818,229,351
9819,161,291
9820,371,273
9821,423,389
9822,109,127
9823,253,337
9824,125,293
9825,209,67
9826,321,283
9827,121,77
9828,431,371
9829,371,147
9830,471,485
9831,491,91
9832,357,283
9833,127,261
9834,289,407
9835,105,109
9836,259,299
9837,445,365
9838,195,293
9839,67,125
9840,379,273
9841,201,419
9842,469,305
9843,429,277
9844,249,497
9845,307,409
9846,277,369
9847,217,491
9848,495,189
9849,303,341
9850,313,301
9851,325,69
9852,233,255
9853,217,439
9854,107,421
9855,81,393
9856,109,93
9857,281,349
9858,467,155
9859,243,339
9860,393,159
9861,315,177
9862,493,341
9863,131,357
9864,485,199
9865,381,399
9866,405,425
9867,335,421
9868,169,423
9869,111,223
9870,119,91
9871,117,211
9872,87,349
9873,437,235
9874,129,145
9875,211,483
9876,183,351
9877,373,381
9878,253,427
9879,163,207
9880,373,193
9881,127,441
9882,429,63
9883,193,395
9884,377,399
9885,347,413
9886,255,319
9887,175,149
9888,251,491
9889,327,343
9890,349,371
9891,189,347
9892,323,355
9893,155,177
9894,487,97
9895,161,445
9896,395,365
9897,325,279
9898,157,279
9899,399,317
9900,419,213
9901,287,67
9902,387,423
9903,61,117
9904,95,367
9905,109,103
9906,197,373
9907,401,333
9908,383,487
9909,419,93
9910,85,95
9911,173,383
9912,429,293
9913,181,319
9914,191,297
9915,291,395
9916,343,437
9917,341,189
9918,395,471
9919,475,429
9920,303,147
9921,371,105
9922,389,301
9923,81,379
9924,391,155
9925,323,185
9926,239,411
9927,237,433
9928,353,253
9929,181,295
9930,421,117
9931,487,205
9932,91,155
9933,341,137
9934,437,437
9935,497,165
9936,253,401
9937,231,345
9938,311,337
9939,113,205
9940,361,247
9941,117,241
9942,257,191
9943,207,387
9944,347,117
9945,255,319
9946,487,239
9947,75,423
9948,461,293
9949,267,115
9950,159,385
9951,131,281
9952,257,423
9953,293,113
9954,221,371
9955,271,283
9956,205,239
9957,259,495
9958,387,99
9959,205,313
9960,497,385
9961,187,271
9962,447,185
9963,61,105
9964,211,453
9965,411,271
9966,441,283
9967,311,483
9968,255,397
9969,409,109
9970,209,189
9971,479,301
9972,469,409
9973,425,111
9974,485,99
9975,89,377
9976,461,341
9977,401,477
9978,405,265
9979,101,467
9980,217,197
9981,369,113
9982,429,193
9983,63,265
9984,315,253
9985,439,219
9986,385,83
9987,139,163
9988,479,433
9989,189,143
9990,135,293
9991,409,331
9992,353,245
9993,175,415
9994,89,161
9995,175,157
9996,217,371
9997,71,263
9998,241,465
9999,91,361
